applicationNumber,claims
1020140179773,"['1. 적어도 하나 또는 그 이상의 셀들이 전기적으로 연결되도록 수납된 다수의 카트리지들이 적층된 카트리지 조립체;카트리지 조립체의 양단에 각각 결합되는 한 쌍의 커버들; 및카트리지 조립체로부터 이격되어 배치되고, 한 쌍의 커버들 사이에 설치되는 다수의 서포트들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '2. 청구항 1에 있어서,각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;각각의 서포트는 상응하는 서포트 결합부에 실질적으로 수직되게 결합되는 것을 특징으로 하는 이차전지 모듈.', '3. 청구항 1에 있어서,로더에 선택적으로 결합될 수 있도록 한 쌍의 커버들 중 어느 하나의 커버에 마련된 로딩부재를 더 구비하는 것을 특징으로 하는 이차전지 모듈.', '4. 청구항 3에 있어서,각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;로딩부재는 상응하는 서포트 결합부에 실질적으로 수직으로 결합되는 4개의 로딩블럭들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '5. 청구항 4에 있어서,각각의 로딩블럭은 로더의 끝단이 삽입될 수 있는 로더 삽입부를 구비하는 것을 특징으로 하는 이차전지 모듈.', '6. 청구항 5에 있어서,로더 삽입부는 내주면에 형성된 나사산을 포함하는 것을 특징으로 하는 이차전지 모듈.', '7. 청구항 3에 있어서,어느 하나의 커버, 로딩부재, 및 각각의 서포트는 일체로 체결되는 것을 특징으로 하는 이차전지 모듈.', '8. 적어도 하나 또는 그 이상의 셀들이 전기적으로 연결되도록 수납된 카트리지들이 적층된 카트리지 조립체의 양단에 각각 결합되는 한 쌍의 커버들, 및 카트리지 조립체와 나란하게 배치되도록 한 쌍의 커버들 사이에 설치되는 다수의 서포트들을 각각 구비하는 적어도 2개 이상의 서브 모듈들; 및인접하는 서브 모듈들을 미리 결정된 간격만큼 이격시킬 수 있도록 대향되는 서브 모듈들의 인접하는 커버들 사이에 각각 개재되는 다수의 스페이서들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '9. 청구항 8에 있어서,서로 인접하는 서브 모듈들의 대응되는 서포트, 커버, 및 스페이서는 일체로 체결되는 것을 특징으로 하는 이차전지 모듈.', '10. 청구항 8에 있어서,어느 하나의 일단의 서브 모듈의 일단의 커버에 마련된 로딩부재를 구비하는 것을 특징으로 하는 이차전지 모듈.', '11. 청구항 10에 있어서,각각의 서브 모듈의 각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;로딩부재는 상응하는 서포트 결합부에 실질적으로 수직으로 결합되는 4개의 로딩블럭들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '12. 청구항 11에 있어서,각각의 로딩블럭은 로더의 끝단이 삽입될 수 있는 로더 삽입부를 구비하는 것을 특징으로 하는 이차전지 모듈.', '13. 청구항 12에 있어서,로더 삽입부는 내주면에 형성된 나사산을 포함하는 것을 특징으로 하는 이차전지 모듈.', '14. 청구항 10에 있어서,커버는 로딩부재에 접촉되는 커버는 대응되는 각각의 서포트에 접촉되어 일체로 체결되는 것을 특징으로 하는 이차전지 모듈.', '15. 적어도 하나 또는 그 이상의 셀이 수납된 카트리지들이 적층된 카트리지 조립체의 양단에 각각 결합되는 한 쌍의 커버들 중 어느 하나의 커버에 마련된 로딩부재를 구비하는 것을 특징으로 하는 이차전지 모듈.', '16. 청구항 15에 있어서,각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;로딩부재는 상응하는 서포트 결합부에 실질적으로 수직으로 결합되는 4개의 로딩블럭들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '17. 청구항 16에 있어서,각각의 로딩블럭은 로더의 끝단이 삽입될 수 있는 로더 삽입부를 구비하는 것을 특징으로 하는 이차전지 모듈.', '18. 청구항 17에 있어서,로더 삽입부는 내주면에 형성된 나사산을 포함하는 것을 특징으로 하는 이차전지 모듈.', '19. 청구항 1 내지 청구항 18 중 어느 하나의 이차전지 모듈; 및이차전지 모듈을 둘러싸는 컨테이너를 구비하는 것을 특징으로 하는 이차전지 팩.', '20. 청구항 19의 이차전지 팩을 전원으로 사용하는 것을 특징으로 하는 장치. ', '21. 청구항 20에 있어서,상기 장치는 전기 자동차, 하이브리드-전기 자동차, 플러그-인 하이브리드 자동차, 전력저장장치 또는 수중 이동체 중 어느 하나인 것을 특징으로 하는 장치. ']"
1020150011386,"['1. 일정 간격을 두고 수평 및 수직 방향으로 각각 배열된 다수의 이차전지를 포함하는 이차전지 유닛;상기 이차전지 유닛의 외부를 밴드 형태로 감싸며 상기 이차전지 유닛을 소정의 압력으로 압박하기 위한 압박 플레이트; 및상기 압박 플레이트가 결합된 상기 이차전지 유닛을 수용하고, 상기 수평 방향으로 배열된 다수의 이차전지 사이와 대응하며 바닥면으로부터 돌출된 적어도 하나의 볼트 체결부가 형성되고, 상기 압박 플레이트를 관통하며 수평 방향으로 배열된 이차전지 사이를 지나 상기 볼트 체결부에 각각 체결되는 적어도 하나의 볼트가 구비된 하우징을 포함하는 것을 특징으로 하는 배터리 모듈.', '2. 제1 항에 있어서,상기 이차전지 유닛과 상기 압박 플레이트 사이에 위치하고, 상기 다수의 이차전지의 위치가 각각 고정되도록 상기 이차전지 유닛을 커버하는 고정 커버 유닛을 더 포함하는 것을 특징으로 하는 배터리 모듈.', '3. 제2 항에 있어서,상기 고정 커버 유닛은, 상기 이차전지 유닛의 상부를 커버하고, 상기 수평 방향으로 배열된 다수의 이차전지 사이를 일정 간격으로 분리하기 위한 제1 배리어가 형성된 상부 커버;상기 이차전지 유닛의 하부를 커버하고, 상기 수평 방향으로 배열된 다수의 이차전지 사이를 일정 간격으로 분리하기 위한 제2 배리어가 형성된 하부 커버; 및상기 상부 커버와 상기 하부 커버 사이에 결합되어 상기 수직 방향으로 배열된 다수의 이차전지 사이를 일정 간격으로 분리하기 위한 제3 배리어를 포함하는 것을 특징으로 하는 배터리 모듈.', '4. 제3 항에 있어서,상기 압박 플레이트의 상부, 상기 제1 배리어, 상기 제2 배리어 및 상기 제3 배리어에는 상기 볼트가 관통되는 볼트 관통홀이 각각 형성되고,상기 압박 플레이트의 하부에는 상기 볼트 체결부가 관통되는 체결부 관통홀이 형성되고,상기 제2 배리어에는 상기 볼트 체결부가 삽입되는 체결부 삽입홈이 형성된 것을 특징으로 하는 배터리 모듈.', '5. 제1 항에 있어서,상기 압박 플레이트는,상기 이차전지 유닛의 상부를 감싸며 압박하는 상부 압박 플레이트; 및상기 상부 압박 플레이트와 결합되고, 상기 이차전지 유닛의 하부를 감싸며 압박하는 하부 압박 플레이트를 포함하는 것을 특징으로 하는 배터리 모듈.', '6. 제5 항에 있어서,상기 상부 압박 플레이트와 상기 하부 압박 플레이트는 상기 이차전지 유닛의 양측 단부에서 각각 용접되어 서로 결합된 것을 특징으로 하는 배터리 모듈.', '7. 제6 항에 있어서,상기 상부 압박 플레이트의 양측 단부는 각각 단차 절곡되고,상기 하부 압박 플레이트의 양측 단부는 상기 상부 압박 플레이트의 양측 단부 내에 놓인 상태로 서로 용접된 것을 특징으로 하는 배터리 모듈.', '8. 제1 항에 있어서,상기 하우징의 바닥면에는 상기 압박 플레이트가 결합된 상기 이차전지 유닛을 상기 하우징에 접착시키기 위한 접착층이 형성된 것을 특징으로 하는 배터리 모듈.', '9. 제8 항에 있어서,상기 접착층은 상기 압박 플레이트와 상기 하우징의 바닥면 간의 접촉면적이 최대가 되도록 적어도 1회 이상 절곡된 라인 형태로 이루어진 것을 특징으로 하는 배터리 모듈.', '10. 제1 항에 있어서,상기 이차전지 유닛과 전기적으로 연결된 보호 회로부를 더 포함하고,상기 하우징은 상기 보호 회로부를 수용하고, 알루미늄을 포함하여 이루어진 것을 특징으로 하는 배터리 모듈.']"
1020140179772,"['1. 전기적으로 연결된 다수의 셀들을 구비하는 이차전지 모듈을 구성하기 위한 셀 카트리지(cell cartridge)에 있어서:중앙 플레이트를 가진 본체;제1 셀이 수납될 수 있도록 중앙 플레이트의 제1 면에 형성된 제1 수납부; 및제2 셀이 수납될 수 있도록 중앙 플레이트의 제2 면에 형성된 제2 수납부를 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '2. 청구항 1에 있어서,본체의 테두리에 배치된 제1 쿠션부재를 더 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '3. 청구항 2에 있어서,제1 쿠션부재는 본체와 동시에 사출 성형되는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '4. 청구항 2에 있어서,제1 쿠션부재는 고무 또는 열가소성 엘라스토머로 구성되는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '5. 청구항 1에 있어서,제1 셀과 제2 셀의 각각의 셀 테두리들과 본체 테두리 사이에 개재되는 제2 쿠션부재를 더 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '6. 청구항 5에 있어서,제2 쿠션부재는 고무 또는 열가소성 엘라스토머로 구성되는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '7. 청구항 1에 있어서,본체는 중앙 플레이트를 관통하는 개구를 더 포함하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '8. 청구항 7에 있어서,개구에 설치되는 히터부재를 더 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '9. 청구항 1에 있어서,히터 부재는 개구에 배치되는 발열 패드, 발열 쉬트 또는 발열 선을 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '10. 청구항 1에 있어서,본체의 제1 면의 테두리에 각각 마련된 적어도 하나 또는 그 이상의 제1 삽입 돌기들과 제1 삽입 구멍들; 및본체의 제2 면의 테두리에 각각 마련된 적어도 하나 또는 그 이상의 제2 삽입 돌기들과 제2 삽입 구멍들을 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '11. 청구항 1에 있어서,제1 셀의 제1 단자 체결부와 제2 셀의 제2 단자 체결부를 각각 절연시킬 수 있도록 본체의 단자 체결부에 각각 결합되는 제1 절연 커버와 제2 절연 커버를 더 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '12. 청구항 1에 있어서,제1 셀 또는 제2 셀은 음극/세퍼레이터/양극이 순차적으로 적층 또는 폴딩 또는 와인딩된 전극 조립체를 전해액과 함께 밀봉 수납할 수 있으며, 각각의 가장자리 부분에 돌출된 날개 형태의 다수의 실링부들이 형성된 파우치 케이스를 구비하는 것을 특징으로 하는 이차전지 모듈용 양면형 셀 카트리지.', '13. 적어도 2개 이상의 청구항 1 내지 청구항 12 중 어느 한 항의 양면형 셀 카트리지들이 접촉 연결된 카트리지 조립체를 구비하는 것을 특징으로 하는 이차전지 모듈.', '14. 청구항 13에 있어서,카트리지 조립체의 양단에 각각 결합되는 한 쌍의 커버들; 및카트리지 조립체로부터 이격되어 배치되고, 한 쌍의 커버들 사이에 설치되는 다수의 서포트들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '15. 청구항 14에 있어서,각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;각각의 서포트는 상응하는 서포트 결합부에 실질적으로 수직되게 결합되는 것을 특징으로 하는 이차전지 모듈.', '16. 청구항 13에 있어서,로더에 선택적으로 결합될 수 있도록 한 쌍의 커버들 중 어느 하나의 커버에 마련된 로딩부재를 더 구비하는 것을 특징으로 하는 이차전지 모듈.', '17. 청구항 16에 있어서,각각의 커버는 실질적으로 직사각 형상의 커버 플레이트 및 커버 플레이트의 4개의 꼭지점들로부터 연장되는 서포트 결합부들을 포함하고;로딩부재는 상응하는 서포트 결합부에 실질적으로 수직으로 결합되는 4개의 로딩블럭들을 구비하는 것을 특징으로 하는 이차전지 모듈.', '18. 청구항 17에 있어서,각각의 로딩블럭은 로더의 끝단이 삽입될 수 있는 로더 삽입부를 구비하는 것을 특징으로 하는 이차전지 모듈.', '19. 청구항 18에 있어서,로더 삽입부는 내주면에 형성된 나사산을 포함하는 것을 특징으로 하는 이차전지 모듈.', '20. 청구항 16에 있어서,어느 하나의 커버, 로딩부재, 및 각각의 서포트는 일체로 체결되는 것을 특징으로 하는 이차전지 모듈.', '21. 청구항 14 내지 청구항 20 중 어느 하나의 이차전지 모듈; 및이차전지 모듈을 둘러싸는 컨테이너를 구비하는 것을 특징으로 하는 이차전지 팩.', '22. 청구항 21의 이차전지 팩을 전원으로 사용하는 것을 특징으로 하는 장치. ', '23. 청구항 22에 있어서,상기 장치는 전기 자동차, 하이브리드-전기 자동차, 플러그-인 하이브리드 자동차, 전력저장장치 또는 수중 이동체 중 어느 하나인 것을 특징으로 하는 장치.']"
1020130023348,"['1. 적어도 하나의 단위 셀을 포함하는 이차전지의 제1 전극과 전기적으로 연결되고 상기 이차전지의 제1 면 상에 위치하되 그 일측이 상기 이차전지 상에 고정되는 제1 금속 플레이트;상기 제1 면 상에서 간극을 사이에 두고 상기 제1 금속 플레이트와 이격되어 위치하며 그 일측이 상기 이차전지 상에 고정되는 제2 금속 플레이트; 및상기 제1 금속 플레이트 및 제2 금속 플레이트보다 낮은 융점을 갖는 것으로서 상기 간극을 채우는 합금 브릿지를 포함하는 이차전지용 안전 킷.', '2. 제1항에 있어서,상기 단위 셀과 나란히 배치되는 것을 특징으로 하는 이차전지용 안전 킷.', '3. 제1항에 있어서,상기 제1 면을 가로지르는 방향으로 연장되는 것을 특징으로 하는 이차전지용 안전 킷.', '4. 제3항에 있어서,길이 방향 양 단부가 상기 이차전지에 각각 고정되는 것을 특징으로 하는 이차전지용 안전 킷.', '5. 제1항에 있어서,상기 제1 금속 플레이트 및 제2 금속 플레이트는,동일 평면 상에 나란하게 위치하는 것을 특징으로 하는 이차전지용 안전 킷.', '6. 제1항에 있어서,상기 합금 브릿지의 표면은,상기 제1 금속 플레이트 및 제2 금속 플레이트의 표면과 동일 평면을 이루는 것을 특징으로 하는 이차전지용 안전 킷.', '7. 제1항에 있어서,상기 합금 브릿지는,주석과 구리를 함유하는 무연 합금 재질로 이루어지는 것을 특징으로 하는 이차전지용 안전 킷.', '8. 제7항에 있어서,상기 주석의 함량은 상기 무연 합금의 총 중량을 기준으로 80wt% 내지 98wt%이고, 상기 구리의 함량은 상기 무연 합금의 총 중량을 기준으로 2wt% 내지 20wt%인 것을 특징으로 하는 이차전지용 안전 킷.', '9. 제8항에 있어서,상기 무연 합금은,니켈, 아연 및 은 중 선택된 적어도 하나의 추가 금속을 더 함유하는 것을 특징으로 하는 이차전지용 안전 킷.', '10. 제9항에 있어서,상기 추가 금속의 함량은,상기 무연 합금의 총 중량을 기준으로 0.01wt% 내지 10wt%인 것을 특징으로 하는 이차전지용 안전 킷.', '11. 제1항에 있어서,상기 무연 합금은,230℃ 내지 300℃의 융점을 갖는 것을 특징으로 하는 이차전지용 안전 킷.', ""12. 제1항에 있어서,상기 합금 브릿지는,역으로 된 'T'자 형태를 갖는 것을 특징으로 하는 이차전지용 안전 킷."", '13. 제1항에 있어서,상기 합금 브릿지는,제1 길이(d1)를 갖는 제1 부분; 및상기 제1 부분의 하부로터 연장되어 형성되며 상기 제1 길이보다 긴 제2 길이(d2)를 갖는 제2 부분을 포함하는 것을 특징으로 하는 이차전지용 안전 킷.', '14. 제13항에 있어서,상기 제1 부분의 두께(t1)는 상기 제2 부분의 두께(t2)보다 두꺼운 것을 특징으로 하는 이차전지용 안전 킷.', '15. 제13항에 있어서,상기 제2 부분의 두께(t2)는 상기 제1 부분의 두께(t1)보다 두꺼운 것을 특징으로 하는 이차전지용 안전 킷.', ""16. 제1항에 있어서,상기 합금 브릿지는 'I'자 형태를 갖는 것을 특징으로 하는 이차전지용 안전 킷."", '17. 제1항에 있어서,상기 합금 브릿지는,제1 길이(d1)를 갖는 제1 부분;상기 제1 부분의 하측에 위치하며 제2 길이(d2)를 갖는 제2 부분; 및상기 제1 부분 및 제2 부분 사이를 연결하되 상기 제1 길이 및 제2 길이보다 짧은 제3 길이를 갖는 제3 부분을 포함하는 것을 특징으로 하는 이차전지용 안전 킷.', '18. 제17항에 있어서,상기 제2 부분은 상기 제1 부분으로부터 제3 부분을 향하는 방향으로 좁아지도록 테이퍼 진 형태를 갖는 것을 특징으로 하는 이차전지용 안전 킷.', '19. 제17항에 있어서,상기 제1 길이(d1)는 상기 제2 길이(d2)보다 긴 것을 특징으로 하는 이차전지용 안전 킷.', '20. 제1항에 있어서,상기 합금 브릿지는,상부로부터 하부를 향해 좁아지도록 테이퍼 진 형상을 갖는 것을 특징으로 하는 이차전지용 안전 킷.', '21. 적어도 하나의 단위 셀을 포함하는 이차전지; 및상기 이차전지의 제1 전극과 전기적으로 연결되고 상기 이차전지의 제1 면 상에 위치하되 그 일측이 상기 이차전지 상에 고정되는 제1 금속 플레이트, 상기 제1 면 상에서 간극을 사이에 두고 상기 제1 금속 플레이트와 이격되어 위치하며 그 일측이 상기 이차전지 상에 고정되는 제2 금속 플레이트, 그리고 상기 제1 금속 플레이트 및 제2 금속 플레이트보다 낮은 융점을 갖는 것으로서 상기 간극을 채우는 합금 브릿지를 구비하는 이차전지용 안전 킷을 포함하는 이차전지 어셈블리.', '22. 제21항에 있어서,상기 이차전지용 안전 킷은,상기 단위 셀과 나란히 배치되는 것을 특징으로 하는 이차전지 어셈블리.', '23. 제21항에 있어서,상기 이차전지용 안전 킷은,상기 제1 면을 가로지르는 방향으로 연장되는 것을 특징으로 하는 이차전지 어셈블리.', '24. 제23항에 있어서,상기 이차전지용 안전 킷은,길이 방향 양 단부가 상기 이차전지에 각각 고정되는 것을 특징으로 하는 이차전지 어셈블리.', '25. 제21항에 있어서,상기 이차전지는,적어도 하나의 단위 셀; 및상기 단위 셀을 수용하는 모듈 케이스를 포함하는 배터리 모듈인 것을 특징으로 하는 이차전지 어셈블리.', '26. 제21항에 있어서,상기 이차전지는,복수의 배터리 모듈이 직렬, 병렬 또는 직렬과 병렬이 혼합된 방식으로 연결되어 구현되는 배터리 팩인 것을 특징으로 하는 이차전지 어셈블리.', '27. 제21항에 있어서,상기 이차전지와 상기 이차전지용 안전 킷 사이에 개재되는 압력전달 부재를 더 포함하는 것을 특징으로 하는 이차전지 어셈블리.', '28. 제27항에 있어서,상기 압력전달 부재는,상기 합금 브릿지와 대응되는 영역에 위치하는 것을 특징으로 하는 이차전지 어셈블리.', '29. 제21항에 있어서,상기 합금 브릿지는,230℃ 내지 300℃의 융점을 갖는 것을 특징으로 하는 이차전지 어셈블리.']"
1020110130738,"['1. 전극 리드가 부착된 전극 조립체의 형상에 대응하는 요홈이 형성된 하부 케이스와 요홈이 형성되지 않은 상부 케이스 사이에 전극 조립체를 위치시킨 후 하부 케이스와 상기 상부 케이스의 가장자리를 상호 접합시켜 제조한 파우치형 이차전지를 2개 이상 포함하는 이차전지 팩에 있어서,인접하는 이차전지 쌍(단위 세트)은 이차전지의 상부 케이스 표면이 상호 대향하도록 배치되어 상기 단위 세트에서 인접하는 이차전지에 구비된 전극 리드 사이의 연결 거리가 최소화되어 있는 것을 특징으로 하는 이차전지 팩.', '2. 제1항에 있어서,상기 단위 세트내 이차전지는 양극 리드와 음극 리드가 서로 같은 방향에 배치된 이차전지인 것을 특징으로 하는 이차전지 팩.', '3. 제2항에 있어서,상기 단위 세트내 이차전지는 동일 극성의 전극 리드가 인접하도록 이차전지에 전극리드가 배치된 것을 특징으로 하는 이차전지 팩.', '4. 제2항에 있어서,상기 단위 세트내 이차전지는 상이한 극성의 전극 리드가 인접하도록 이차전지에 전극이 배치된 것을 특징으로 하는 이차전지 팩.', '5. 제1항에 있어서,상기 단위 세트내 이차전지는 양극 리드와 음극 리드는 서로 다른 방향에 배치된 이차전지인 것을 특징으로 하는 이차전지 팩.', '6. 제5항에 있어서,상기 단위 세트내 이차전지의 양극 리드와 음극 리드는 이차전지의 상부 케이스 표면의 중심선 상에 배치된 것을 특징으로 하는 이차전지 팩.', '7. 제6항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 동일 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '8. 제6항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 상이한 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '9. 제5항에 있어서,상기 단위 세트내 이차전지의 양극 리드와 음극 리드는 이차전지의 상부 케이스 표면의 중심선을 기준으로 어느 한 쪽으로 동일하게 치우쳐 배치된 이차전지인 것을 특징으로 하는 이차전지 팩.', '10. 제9항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 동일 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '11. 제9항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 상이한 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '12. 제5항에 있어서,상기 단위 세트내 이차전지의 양극 리드와 음극 리드는 이차전지의 상부 케이스 표면의 중심선을 기준으로 서로 다른 쪽으로 치우쳐 배치된 이차전지인 것을 특징으로 하는 이차전지 팩.', '13. 제12항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 동일 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '14. 제12항에 있어서,상기 단위 세트내 이차전지의 전극 리드는, 상이한 극성의 전극 리드가 인접하도록 배치된 것을 특징으로 하는 이차전지 팩.', '15. 제1항 내지 제12항 중 어느 한 항에 있어서,인접하는 전극 리드를 전기적으로 연결하는 커넥터 부재를 더 포함하는 것을 특징으로 하는 이차전지 팩.', '16. 제1항 내지 제12항 중 어느 한 항에 있어서,상기 단위 세트가 반복 배열된 구조를 가지는 것을 특징으로 하는 이차전지 팩.', '17. 제1항 내지 제12항에 따른 이차전지 팩; 및상기 이차전지 팩으로부터 전력을 공급 받는 부하;를 포함하는 것을 특징으로 하는 이차전지 구동 시스템.', '18. 제17항에 있어서,상기 부하는 모터 또는 전력 변환 회로임을 특징으로 하는 이차전지 구동 시스템.']"
1020110115840,"['1. 양극판, 분리막 및 음극판을 포함하는 단위 셀이 적어도 2개 이상 적층된 셀 어셈블리;각 단위 셀의 양극판과 음극판으로부터 돌출된 양극탭 및 음극탭(전극 탭); 및상기 양극탭과 음극탭이 전기적으로 각각 연결된 양극 리드 및 음극 리드(전극 리드);를 포함하고,상기 전극 리드는 2이상의 요철부를 가지며, 상기 전극 탭이 상기 전극 리드의 요철부에 연결되어 있는 것을 특징으로 하는 이차전지.', '2. 양극판, 분리막 및 음극판을 포함하는 단위 셀이 적어도 2개 이상 적층된 셀 어셈블리;각 단위 셀의 양극판과 음극판으로부터 돌출된 양극탭 및 음극탭(전극 탭); 및상기 양극탭과 음극탭이 전기적으로 각각 연결된 양극 리드 및 음극 리드(전극 리드);를 포함하고,상기 전극 탭은 2이상의 요철부를 가지며, 상기 전극 리드가 상기 전극 탭의 요철부에 연결되어 있는 것을 특징으로 하는 이차전지.', '3. 양극판, 분리막 및 음극판을 포함하는 단위 셀이 적어도 2개 이상 적층된 셀 어셈블리;각 단위 셀의 양극판과 음극판으로부터 돌출된 양극탭 및 음극탭(전극 탭); 및상기 양극탭과 음극탭이 전기적으로 연결된 양극 리드 및 음극 리드(전극 리드);를 포함하고,상기 전극 탭 및 전극 리드는 각각 2이상의 요철부를 가지며, 상기 전극 리드의 요철부와 상기 전극 탭의 요철부가 연결되어 있는 것을 특징으로 하는 이차전지.', '4. 제1항 내지 제3항 중 어느 한 항에 있어서,상기 전극 리드와 상기 전극 탭의 연결은 저항 용접, 초음파 용접, 레이저 용접 또는 도전성 접착제에 의해 이루어진 것을 특징으로 하는 이차전지.', '5. 제3항에 있어서,상기 전극 리드에 구비된 요철부의 연결 위치는 전극 탭에 구비된 요철부의상부 표면에 접합된 것을 특징으로 하는 이차전지.', '6. 제1항 또는 제3항에 있어서,상기 전극 리드에 구비된 요철부는 상부 전극 탭과 하부 전극 탭으로 분할된 전극 탭의 중간에 삽입되어 접합된 것을 특징으로 하는 이차전지.', '7. 제3항에 있어서,상기 전극 리드에 구비된 요철부는 전극 탭에 구비된 요철부의 하부 표면에 접합된 것을 특징으로 하는 이차전지.', '8. 제3항에 있어서,상기 전극 리드에 구비된 요철부의 연결 위치는 인접하는 요철부의 연결 위치와 다르게 접합된 것을 특징으로 하는 이차전지.']"
