applicationNumber,sendNumber,attachmentfileContent_raw,citations,kr_citations,has_29_1,domain
1020140179773,952015064531348,첨부1 공개특허공보 제10-2008-0027504호(2008.03.28.: 인용발명 1) 1부.첨부2 일본 공표특허공보 특표2000-516390호(2000.12.05.: 인용발명 2) 1부.첨부3 등록특허공보 제10-1279416호(2013.06.27.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2014-0128845호(2014.11.06.: 인용발명 4) 1부.첨부5 모범명세서 1부. 첨부6 모범명세서 작성방법 1부. 첨부7 알기쉬운 보정매뉴얼 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 공표특허공보 특표2000-516390호', '날짜': '2000.12.05.', '국내': False}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]",,
1020140179773,952016042286690,첨부1 공개특허공보 제10-2012-0074421호(2012.07.06.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2008-0027504호(2008.03.28.: 인용발명 2) 1부.첨부3 등록특허공보 제10-1279416호(2013.06.27.: 인용발명 3) 1부.첨부4 일본 공표특허공보 특표2000-516390호(2000.12.05.: 인용발명 4) 1부.첨부5 공개특허공보 제10-2014-0128845호(2014.11.06.: 인용발명 5) 1부.첨부6 알기쉬운 보정매뉴얼 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0074421호', '날짜': '2012.07.06.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '4', '식별자': '일본 공표특허공보 특표2000-516390호', '날짜': '2000.12.05.', '국내': False}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0074421호', '날짜': '2012.07.06.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]",,
1020140179773,952016094343556,첨부1 공개특허공보 제10-2012-0074421호(2012.07.06.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2008-0027504호(2008.03.28.: 인용발명 2) 1부.첨부3 등록특허공보 제10-0966233호(2010.06.25.: 인용발명 3) 1부.첨부4 등록특허공보 제10-1279416호(2013.06.27.: 인용발명 4) 1부.첨부5 일본 공표특허공보 특표2000-516390호(2000.12.05.: 인용발명 5) 1부.첨부6 알기쉬운 보정매뉴얼 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0074421호', '날짜': '2012.07.06.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-0966233호', '날짜': '2010.06.25.', '국내': True}, {'인용발명번호': '4', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '5', '식별자': '일본 공표특허공보 특표2000-516390호', '날짜': '2000.12.05.', '국내': False}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0074421호', '날짜': '2012.07.06.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-0966233호', '날짜': '2010.06.25.', '국내': True}, {'인용발명번호': '4', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}]",,
1020150011386,952015083510122,첨부1 일본 공개특허공보 특개평05-193366호(1993.08.03.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2015-0000090호(2015.01.02.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2013-0010735호(2013.01.29.: 인용발명 3) 1부.첨부4 일본 공개특허공보 특개2004-227926호(2004.08.12.: 인용발명 4) 1부.첨부5 일본 공개특허공보 특개2011-071097호(2011.04.07.: 인용발명 5) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '일본 공개특허공보 특개평05-193366호', '날짜': '1993.08.03.', '국내': False}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2015-0000090호', '날짜': '2015.01.02.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2013-0010735호', '날짜': '2013.01.29.', '국내': True}, {'인용발명번호': '4', '식별자': '일본 공개특허공보 특개2004-227926호', '날짜': '2004.08.12.', '국내': False}, {'인용발명번호': '5', '식별자': '일본 공개특허공보 특개2011-071097호', '날짜': '2011.04.07.', '국내': False}]","[{'인용발명번호': '2', '식별자': '공개특허공보 제10-2015-0000090호', '날짜': '2015.01.02.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2013-0010735호', '날짜': '2013.01.29.', '국내': True}]",,
1020140179772,952015072641484,첨부1 공개특허공보 제10-2014-0084619호(2014.07.07.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2014-0141825호(2014.12.11.: 인용발명 2) 1부.첨부3 일본 공개특허공보 특개2010-140802호(2010.06.24.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2008-0027504호(2008.03.28.: 인용발명 4) 1부.첨부5 등록특허공보 제10-1279416호(2013.06.27.: 인용발명 5) 1부.첨부6 공개특허공보 제10-2014-0128845호(2014.11.06.: 인용발명 6) 1부.첨부7 모범명세서 1부. 첨부8 모범명세서 작성방법 1부. 첨부9 알기쉬운 보정매뉴얼 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2014-0084619호', '날짜': '2014.07.07.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2014-0141825호', '날짜': '2014.12.11.', '국내': True}, {'인용발명번호': '3', '식별자': '일본 공개특허공보 특개2010-140802호', '날짜': '2010.06.24.', '국내': False}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '5', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2014-0084619호', '날짜': '2014.07.07.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2014-0141825호', '날짜': '2014.12.11.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2008-0027504호', '날짜': '2008.03.28.', '국내': True}, {'인용발명번호': '5', '식별자': '등록특허공보 제10-1279416호', '날짜': '2013.06.27.', '국내': True}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2014-0128845호', '날짜': '2014.11.06.', '국내': True}]",,
1020130023348,952015059376462,첨부1 공개특허공보 제10-2012-0139590호(2012.12.27.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2004-0110334호(2004.12.31.: 인용발명 2) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0139590호', '날짜': '2012.12.27.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2004-0110334호', '날짜': '2004.12.31.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0139590호', '날짜': '2012.12.27.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2004-0110334호', '날짜': '2004.12.31.', '국내': True}]",,
1020110130738,952015080546432,첨부1 국제공개공보 WO2011/148641(2011.12.01.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개2005-222701호(2005.08.18.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2001-0008762호(2001.02.05.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2006-0134549호(2006.12.28.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '국제공개공보 WO2011/148641', '날짜': '2011.12.01.', '국내': False}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개2005-222701호', '날짜': '2005.08.18.', '국내': False}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2001-0008762호', '날짜': '2001.02.05.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2006-0134549호', '날짜': '2006.12.28.', '국내': True}]","[{'인용발명번호': '3', '식별자': '공개특허공보 제10-2001-0008762호', '날짜': '2001.02.05.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2006-0134549호', '날짜': '2006.12.28.', '국내': True}]",,
1020130129859,952014075024010,첨부1 공개특허공보 제10-2012-0139590호(2012.12.27.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2013-0030199호(2013.03.26.: 인용발명 2) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0139590호', '날짜': '2012.12.27.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2013-0030199호', '날짜': '2013.03.26.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2012-0139590호', '날짜': '2012.12.27.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2013-0030199호', '날짜': '2013.03.26.', '국내': True}]",,
1020150066731,952017050645666,첨부1 공개특허공보 제10-2008-0081963호(2008.09.10.: 인용발명 1) 1부.첨부2 국제공개공보 WO2014/208423(2014.12.31.: 인용발명 2) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2008-0081963호', '날짜': '2008.09.10.', '국내': True}, {'인용발명번호': '2', '식별자': '국제공개공보 WO2014/208423', '날짜': '2014.12.31.', '국내': False}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2008-0081963호', '날짜': '2008.09.10.', '국내': True}]",,
1020120047665,952014037800223,첨부1 공개특허공보 제10-2011-0028200호(2011.03.17.: 인용발명 1) 1부.첨부2 일본 특허공보 특허 제3873379호(2007.01.24.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2004-0066412호(2004.07.27.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2011-0121554호(2011.11.07.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0028200호', '날짜': '2011.03.17.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 특허공보 특허 제3873379호', '날짜': '2007.01.24.', '국내': False}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2004-0066412호', '날짜': '2004.07.27.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0121554호', '날짜': '2011.11.07.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0028200호', '날짜': '2011.03.17.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2004-0066412호', '날짜': '2004.07.27.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0121554호', '날짜': '2011.11.07.', '국내': True}]",,
1020110139260,952015019368245,첨부1 일본 공개특허공보 특개2007-141511호(2007.06.07.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2009-0077131호(2009.07.15.: 인용발명 2) 1부.첨부3 등록특허공보 제10-0956397호(2010.05.06.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2011-0112900호(2011.10.14.: 인용발명 4) 1부.첨부5 공개특허공보 제10-2008-0019311호(2008.03.04.: 인용발명 5) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '일본 공개특허공보 특개2007-141511호', '날짜': '2007.06.07.', '국내': False}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0077131호', '날짜': '2009.07.15.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-0956397호', '날짜': '2010.05.06.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0112900호', '날짜': '2011.10.14.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2008-0019311호', '날짜': '2008.03.04.', '국내': True}]","[{'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0077131호', '날짜': '2009.07.15.', '국내': True}, {'인용발명번호': '3', '식별자': '등록특허공보 제10-0956397호', '날짜': '2010.05.06.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0112900호', '날짜': '2011.10.14.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2008-0019311호', '날짜': '2008.03.04.', '국내': True}]",,
1020110117001,952014021731487,첨부1 공개특허공보 제10-2011-0024390호(2011.03.09.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2009-0090035호(2009.08.25.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2000-0068921호(2000.11.25.: 인용발명 3) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0024390호', '날짜': '2011.03.09.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0090035호', '날짜': '2009.08.25.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2000-0068921호', '날짜': '2000.11.25.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0024390호', '날짜': '2011.03.09.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0090035호', '날짜': '2009.08.25.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2000-0068921호', '날짜': '2000.11.25.', '국내': True}]",,
1020080038043,952013072572520,첨부1 일본 공개특허공보 특개평11-297279호(1999.10.29.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2006-0034181호(2006.04.21.: 인용발명 2) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '일본 공개특허공보 특개평11-297279호', '날짜': '1999.10.29.', '국내': False}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2006-0034181호', '날짜': '2006.04.21.', '국내': True}]","[{'인용발명번호': '2', '식별자': '공개특허공보 제10-2006-0034181호', '날짜': '2006.04.21.', '국내': True}]",,
1020150096435,952016083428042,첨부1 공개특허공보 제10-2010-0105634호(2010.09.29.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개평07-240211호(1995.09.12.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2008-0037197호(2008.04.30.: 인용발명 3) 1부.첨부4 공개실용신안공보 제20-2000-0016884호(2000.09.25.: 인용발명 4) 1부.첨부5 공개특허공보 제10-2007-0122370호(2007.12.31.: 인용발명 5) 1부.첨부6 공개특허공보 제10-2011-0085018호(2011.07.27.: 인용발명 6) 1부.첨부7 일본 공개특허공보 특개2004-349109호(2004.12.09.: 인용발명 7) 1부.첨부8 공개특허공보 제10-2005-0044771호(2005.05.12.: 인용발명 8) 1부.첨부9 공개특허공보 제10-2011-0080827호(2011.07.13.: 인용발명 9) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2010-0105634호', '날짜': '2010.09.29.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개평07-240211호', '날짜': '1995.09.12.', '국내': False}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2008-0037197호', '날짜': '2008.04.30.', '국내': True}, {'인용발명번호': '4', '식별자': '공개실용신안공보 제20-2000-0016884호', '날짜': '2000.09.25.', '국내': False}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2007-0122370호', '날짜': '2007.12.31.', '국내': True}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2011-0085018호', '날짜': '2011.07.27.', '국내': True}, {'인용발명번호': '7', '식별자': '일본 공개특허공보 특개2004-349109호', '날짜': '2004.12.09.', '국내': False}, {'인용발명번호': '8', '식별자': '공개특허공보 제10-2005-0044771호', '날짜': '2005.05.12.', '국내': True}, {'인용발명번호': '9', '식별자': '공개특허공보 제10-2011-0080827호', '날짜': '2011.07.13.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2010-0105634호', '날짜': '2010.09.29.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2008-0037197호', '날짜': '2008.04.30.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2007-0122370호', '날짜': '2007.12.31.', '국내': True}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2011-0085018호', '날짜': '2011.07.27.', '국내': True}, {'인용발명번호': '8', '식별자': '공개특허공보 제10-2005-0044771호', '날짜': '2005.05.12.', '국내': True}, {'인용발명번호': '9', '식별자': '공개특허공보 제10-2011-0080827호', '날짜': '2011.07.13.', '국내': True}]",,
1020150096435,952017038150225,첨부1 공개특허공보 제10-2010-0105634호(2010.09.29.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개평07-240211호(1995.09.12.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2007-0122370호(2007.12.31.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2011-0080827호(2011.07.13.: 인용발명 4) 1부.첨부5 공개특허공보 제10-2008-0037197호(2008.04.30.: 인용발명 5) 1부.첨부6 공개실용신안공보 제20-2000-0016884호(2000.09.25.: 인용발명 6) 1부.첨부7 공개특허공보 제10-2011-0085018호(2011.07.27.: 인용발명 7) 1부.첨부8 일본 공개특허공보 특개2004-349109호(2004.12.09.: 인용발명 8) 1부.첨부9 공개특허공보 제10-2005-0044771호(2005.05.12.: 인용발명 9) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2010-0105634호', '날짜': '2010.09.29.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개평07-240211호', '날짜': '1995.09.12.', '국내': False}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2007-0122370호', '날짜': '2007.12.31.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0080827호', '날짜': '2011.07.13.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2008-0037197호', '날짜': '2008.04.30.', '국내': True}, {'인용발명번호': '6', '식별자': '공개실용신안공보 제20-2000-0016884호', '날짜': '2000.09.25.', '국내': False}, {'인용발명번호': '7', '식별자': '공개특허공보 제10-2011-0085018호', '날짜': '2011.07.27.', '국내': True}, {'인용발명번호': '8', '식별자': '일본 공개특허공보 특개2004-349109호', '날짜': '2004.12.09.', '국내': False}, {'인용발명번호': '9', '식별자': '공개특허공보 제10-2005-0044771호', '날짜': '2005.05.12.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2010-0105634호', '날짜': '2010.09.29.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2007-0122370호', '날짜': '2007.12.31.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2011-0080827호', '날짜': '2011.07.13.', '국내': True}, {'인용발명번호': '5', '식별자': '공개특허공보 제10-2008-0037197호', '날짜': '2008.04.30.', '국내': True}, {'인용발명번호': '7', '식별자': '공개특허공보 제10-2011-0085018호', '날짜': '2011.07.27.', '국내': True}, {'인용발명번호': '9', '식별자': '공개특허공보 제10-2005-0044771호', '날짜': '2005.05.12.', '국내': True}]",,
1020140151591,952016019593819,첨부1 일본 공개특허공보 특개2009-252371호(2009.10.29.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2011-0094415호(2011.08.24.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2011-0070443호(2011.06.24.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2012-0053809호(2012.05.29.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '일본 공개특허공보 특개2009-252371호', '날짜': '2009.10.29.', '국내': False}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2011-0094415호', '날짜': '2011.08.24.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2011-0070443호', '날짜': '2011.06.24.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2012-0053809호', '날짜': '2012.05.29.', '국내': True}]","[{'인용발명번호': '2', '식별자': '공개특허공보 제10-2011-0094415호', '날짜': '2011.08.24.', '국내': True}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2011-0070443호', '날짜': '2011.06.24.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2012-0053809호', '날짜': '2012.05.29.', '국내': True}]",,
1020140041585,952015071452090,첨부1 미국 특허출원공개공보 US2010/0273033호(2010.10.28.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2009-0082561호(2009.07.31.: 인용발명 2) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '미국 특허출원공개공보 US2010/0273033호', '날짜': '2010.10.28.', '국내': False}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0082561호', '날짜': '2009.07.31.', '국내': True}]","[{'인용발명번호': '2', '식별자': '공개특허공보 제10-2009-0082561호', '날짜': '2009.07.31.', '국내': True}]",,
1020130125022,952015064374657,첨부1 공개특허공보 제10-2013-0091086호(2013.08.16.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개2005-243337호(2005.09.08.: 인용발명 2) 1부.첨부3 일본 공개특허공보 특개2000-231913호(2000.08.22.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2013-0112383호(2013.10.14.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0091086호', '날짜': '2013.08.16.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개2005-243337호', '날짜': '2005.09.08.', '국내': False}, {'인용발명번호': '3', '식별자': '일본 공개특허공보 특개2000-231913호', '날짜': '2000.08.22.', '국내': False}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0112383호', '날짜': '2013.10.14.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0091086호', '날짜': '2013.08.16.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0112383호', '날짜': '2013.10.14.', '국내': True}]",,
1020130125022,952016023755702,첨부1 공개특허공보 제10-2013-0091086호(2013.08.16.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2005-0122980호(2005.12.29.: 인용발명 2) 1부.첨부3 일본 공개특허공보 특개2000-231913호(2000.08.22.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2013-0112383호(2013.10.14.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0091086호', '날짜': '2013.08.16.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2005-0122980호', '날짜': '2005.12.29.', '국내': True}, {'인용발명번호': '3', '식별자': '일본 공개특허공보 특개2000-231913호', '날짜': '2000.08.22.', '국내': False}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0112383호', '날짜': '2013.10.14.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0091086호', '날짜': '2013.08.16.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2005-0122980호', '날짜': '2005.12.29.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0112383호', '날짜': '2013.10.14.', '국내': True}]",,
1020130130258,952016025059105,첨부1 공개특허공보 제10-2011-0069368호(2011.06.23.: 인용발명 1) 1부.첨부2 공개특허공보 제10-2013-0107581호(2013.10.02.: 인용발명 2) 1부.첨부3 일본 공개특허공보 특개2004-241328호(2004.08.26.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2013-0117637호(2013.10.28.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0069368호', '날짜': '2011.06.23.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2013-0107581호', '날짜': '2013.10.02.', '국내': True}, {'인용발명번호': '3', '식별자': '일본 공개특허공보 특개2004-241328호', '날짜': '2004.08.26.', '국내': False}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0117637호', '날짜': '2013.10.28.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2011-0069368호', '날짜': '2011.06.23.', '국내': True}, {'인용발명번호': '2', '식별자': '공개특허공보 제10-2013-0107581호', '날짜': '2013.10.02.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2013-0117637호', '날짜': '2013.10.28.', '국내': True}]",,
1020130110615,952016052482598,첨부1 일본 공개특허공보 특개2011-228217호(2011.11.10.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개2008-071733호(2008.03.27.: 인용발명 2) 1부.첨부3 공개특허공보 제10-2008-0022129호(2008.03.10.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2005-0099505호(2005.10.13.: 인용발명 4) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '일본 공개특허공보 특개2011-228217호', '날짜': '2011.11.10.', '국내': False}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개2008-071733호', '날짜': '2008.03.27.', '국내': False}, {'인용발명번호': '3', '식별자': '공개특허공보 제10-2008-0022129호', '날짜': '2008.03.10.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2005-0099505호', '날짜': '2005.10.13.', '국내': True}]","[{'인용발명번호': '3', '식별자': '공개특허공보 제10-2008-0022129호', '날짜': '2008.03.10.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2005-0099505호', '날짜': '2005.10.13.', '국내': True}]",,
1020130102551,952015037536837,첨부1 공개특허공보 제10-2013-0073582호(2013.07.03.: 인용발명 1) 1부.첨부2 일본 공개특허공보 특개2012-221804호(2012.11.12.: 인용발명 2) 1부.첨부3 일본 공개특허공보 특개평11-176400호(1999.07.02.: 인용발명 3) 1부.첨부4 공개특허공보 제10-2009-0031158호(2009.03.25.: 인용발명 4) 1부.첨부5 일본 공개특허공보 특개2002-134078호(2002.05.10.: 인용발명 5) 1부.첨부6 공개특허공보 제10-2012-0120650호(2012.11.02.: 인용발명 6) 1부. 끝.,"[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0073582호', '날짜': '2013.07.03.', '국내': True}, {'인용발명번호': '2', '식별자': '일본 공개특허공보 특개2012-221804호', '날짜': '2012.11.12.', '국내': False}, {'인용발명번호': '3', '식별자': '일본 공개특허공보 특개평11-176400호', '날짜': '1999.07.02.', '국내': False}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2009-0031158호', '날짜': '2009.03.25.', '국내': True}, {'인용발명번호': '5', '식별자': '일본 공개특허공보 특개2002-134078호', '날짜': '2002.05.10.', '국내': False}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2012-0120650호', '날짜': '2012.11.02.', '국내': True}]","[{'인용발명번호': '1', '식별자': '공개특허공보 제10-2013-0073582호', '날짜': '2013.07.03.', '국내': True}, {'인용발명번호': '4', '식별자': '공개특허공보 제10-2009-0031158호', '날짜': '2009.03.25.', '국내': True}, {'인용발명번호': '6', '식별자': '공개특허공보 제10-2012-0120650호', '날짜': '2012.11.02.', '국내': True}]",,
